起始节点_ID,终止节点_ID,街道名称,道路功能分类,运行方向,车道数,长度(米),最高限速,OSM原始标签
64809719,13176186061,复兴中路1252弄,弄堂/生活性支路,双向道,,22.63286333,,service
64809719,131166911,复兴中路,机动车干道,单向道,2,91.56313418,,secondary
71043892,4375169522,,机动车干道,单向道,2,556.8374392,,trunk_link
71043892,86842308,,机动车干道,单向道,2/1,256.0930903,,"['trunk_link', 'trunk']"
71043896,4250719391,沪闵高架路,机动车干道,单向道,2,209.1429178,80,trunk
71043896,71043892,,机动车干道,单向道,2,92.31443986,,trunk_link
71043900,71043896,沪闵高架路,机动车干道,单向道,3,312.2888509,80,trunk
82515933,6316067903,,专用非机动车/步行道,双向道,,14.76125278,,footway
82515933,82515934,汾阳路,其他/社区道路,单向道,1,67.68338439,,residential
82515933,82516857,桃江路,其他/社区道路,单向道,,143.5678904,,residential
82515934,6316067904,,专用非机动车/步行道,双向道,,26.18705078,,footway
82515934,267671967,汾阳路,其他/社区道路,单向道,1,215.2273513,,residential
82516857,87781402,桃江路,其他/社区道路,单向道,,6.112337434,,residential
82516857,857586380,宝庆路,机动车干道,单向道,,128.0769777,,secondary
82517936,6316601377,东平路,其他/社区道路,单向道,1,76.81077415,,residential
82517936,82516857,衡山路,机动车干道,单向道,2,107.9078739,,secondary
82518112,82518464,永嘉路,其他/社区道路,双向道,,179.0740949,,residential
82518112,85014614,永嘉路,其他/社区道路,双向道,,15.48373426,,residential
82518112,10789601313,衡山路,机动车干道,单向道,2,199.5223902,,secondary
82518464,1577605555,安亭路,其他/社区道路,双向道,1,78.60911139,,residential
82518464,10789601317,永嘉路,其他/社区道路,双向道,,5.046628316,,residential
82518464,82518112,永嘉路,其他/社区道路,双向道,,179.0740949,,residential
82526036,87723676,乌鲁木齐南路,机动车干道,双向道,1,16.57181849,,tertiary
82526036,82517936,衡山路,机动车干道,单向道,2,217.2315125,,secondary
82526036,94632188,乌鲁木齐南路,机动车干道,单向道,2,261.8240503,,tertiary
85014614,82518112,永嘉路,其他/社区道路,双向道,,15.48373426,,residential
85014614,804464903,衡山路,机动车干道,单向道,2,22.22597314,,secondary
86842308,86842311,内环高架路,机动车干道,单向道,4/3,96.57798206,60,trunk
86842311,86871376,内环高架路,机动车干道,单向道,2/3,1867.958474,60,trunk
86842311,599705487,,机动车干道,单向道,,274.1527564,60,trunk_link
86863233,9863393386,,机动车干道,单向道,2,80.74389152,,trunk_link
86863233,86864077,沪闵高架路,机动车干道,单向道,3,1870.48933,80,trunk
86863240,885617365,,机动车干道,单向道,2,157.1897546,,secondary_link
86864062,86864066,,机动车干道,单向道,,228.2530577,,secondary_link
86864062,12396740532,,弄堂/生活性支路,单向道,,389.5031707,,"['service', 'secondary_link']"
86864066,9860807973,,机动车干道,单向道,,92.75324918,,secondary_link
86864066,9860807968,,机动车干道,单向道,,110.1425213,,secondary_link
86864077,71043900,沪闵高架路,机动车干道,单向道,3,1530.479873,80,trunk
86871376,86871385,内环高架路,机动车干道,单向道,2,1209.318277,60,trunk
86871385,9850948138,,机动车干道,单向道,,385.5522247,40,trunk_link
87723676,82526036,乌鲁木齐南路,机动车干道,双向道,1,16.57181849,,tertiary
87723676,10789601331,衡山路,机动车干道,单向道,2,14.1209939,,secondary
87723676,94574920,乌鲁木齐南路,机动车干道,双向道,1,180.7510564,,tertiary
87781402,6328343885,桃江路,其他/社区道路,单向道,,234.5895921,,residential
87781402,94574925,衡山路,机动车干道,单向道,2,111.5128724,40,secondary
94574920,6328342883,乌鲁木齐南路,机动车干道,双向道,1,37.220483,,tertiary
94574920,94574925,东平路,其他/社区道路,单向道,1,153.2995573,,residential
94574920,87723676,乌鲁木齐南路,机动车干道,双向道,1,180.7510564,,tertiary
94574925,82517936,东平路,其他/社区道路,单向道,1,9.421257441,,residential
94574925,87723676,衡山路,机动车干道,单向道,2,201.9122266,40,secondary
94589934,6328342883,乌鲁木齐南路,机动车干道,双向道,1,4.75492321,,tertiary
94589934,131184023,乌鲁木齐南路,机动车干道,双向道,1,99.4407816,,tertiary
94632188,601669704,永嘉路,其他/社区道路,双向道,,358.0553377,,residential
94632188,1577605554,乌鲁木齐南路,机动车干道,单向道,2,109.9012796,,tertiary
94632188,10789601317,永嘉路,其他/社区道路,双向道,,137.5031844,,residential
105253431,5536174513,兴国路,其他/社区道路,单向道,2,80.11448325,,residential
105253431,1414884244,余庆路,其他/社区道路,单向道,2,325.6670956,,residential
105253431,11524248539,淮海中路,机动车干道,双向道,4,98.96101805,,secondary
107521789,603836984,,机动车干道,单向道,2,384.4248851,,trunk
107521789,7243811352,内环高架路,机动车干道,单向道,2/3,1603.301154,60,trunk
107524132,107665890,吴中路出口,机动车干道,单向道,2,536.5963374,,trunk_link
107664141,599702113,吴中路,机动车干道,双向道,2,388.5179879,,secondary
107664141,8430905402,古井路,其他/社区道路,双向道,,507.2615455,,residential
107664141,2386622566,,其他/社区道路,双向道,,258.4461417,,residential
107665890,5536172142,吴中东路,机动车干道,双向道,2,61.59817698,,tertiary
107665890,599702113,吴中路,机动车干道,双向道,2,36.55817439,,secondary
107665890,5536172140,中山西路,机动车干道,单向道,,66.32814001,,primary
107665948,5536174067,凯旋路,机动车干道,单向道,,28.96899802,,tertiary
107665948,640589422,吴中东路,机动车干道,双向道,2,12.58144894,,tertiary
107665948,5536174075,番禺路,机动车干道,双向道,3,109.6048413,,tertiary
107666851,5536174023,虹桥路,机动车干道,单向道,4,54.31153879,,primary
107666851,5536172213,,弄堂/生活性支路,双向道,,92.06195625,,service
107667147,5536174022,虹桥路,机动车干道,单向道,4,18.05496995,,primary
107669631,623247814,番禺路,机动车干道,双向道,,21.3560147,,tertiary
107669631,7151426642,虹桥路,机动车干道,单向道,4,142.12086,,primary
107669631,5536174506,番禺路,机动车干道,双向道,2,61.2972929,,tertiary
107669874,5536172204,番禺路,机动车干道,双向道,2,57.21957965,,tertiary
107669874,5536172173,,弄堂/生活性支路,双向道,,140.5739762,,service
107669874,4199822180,番禺路,机动车干道,双向道,2,52.01236232,,tertiary
107673056,5536174482,广元西路,其他/社区道路,双向道,,24.37877543,,residential
107673056,5536174475,广元西路,其他/社区道路,双向道,,185.0149168,,residential
107673056,5536174480,,弄堂/生活性支路,双向道,,39.74071846,,service
107673297,107701939,,机动车干道,双向道,,22.28856498,,secondary_link
107673297,9812043123,宜山路,机动车干道,双向道,2,58.70998309,,secondary
107673297,5856836043,虹桥路,机动车干道,单向道,4,83.55896651,,primary
107673739,7044245210,虹桥路,机动车干道,单向道,4,30.12883712,,primary
107673739,7044245212,漕溪北路,机动车干道,单向道,5,29.70949653,,primary_link
107673873,640459264,肇嘉浜路,机动车干道,单向道,4,17.72498971,,primary
107673873,640458067,漕溪北路,机动车干道,单向道,5,42.04167121,60,primary
107674056,376594431,南丹东路,机动车干道,双向道,,25.44908457,,secondary
107674056,4881009496,南丹路,机动车干道,双向道,,225.2238057,,secondary
107674056,376606507,漕溪北路,机动车干道,单向道,5,354.9968505,60,primary
107674834,640593649,零陵路,机动车干道,双向道,,28.9438314,,tertiary
107674834,2129433575,漕溪北路,机动车干道,单向道,5,45.65609002,60,primary
107674834,321982054,零陵路,机动车干道,双向道,,255.9893617,,tertiary
107701259,7044245209,虹桥路,机动车干道,单向道,4,15.69384876,,primary
107701259,107673873,华山路,机动车干道,单向道,,19.71275331,,primary
107701614,7409273307,虹桥路,机动车干道,单向道,4,110.8535638,,primary
107701939,107673297,,机动车干道,双向道,,22.28856498,,secondary_link
107701939,5536174480,宜山北路,机动车干道,双向道,2,268.7639066,,tertiary
107701939,5536174470,虹桥路,机动车干道,单向道,4,69.99241371,,primary
107702858,9858477697,漕溪北路,机动车干道,单向道,5,16.51145052,60,primary
107702858,107703035,蒲西路,其他/社区道路,双向道,,154.6087646,,residential
107703035,2376238356,紫阳路,其他/社区道路,双向道,,119.4505286,,residential
107703035,107702858,蒲西路,其他/社区道路,双向道,,154.6087646,,residential
107703035,7424516607,,弄堂/生活性支路,双向道,,36.94430344,,service
107723532,107742927,宛平路,机动车干道,单向道,,37.11967266,,secondary
107723532,640448605,肇嘉浜路,机动车干道,单向道,4,334.5725836,60,primary
107724512,107743908,襄阳南路,机动车干道,单向道,,39.2196627,,tertiary
107724512,601675053,肇嘉浜路,机动车干道,单向道,4,204.4744085,60,primary
107742794,843042349,肇嘉浜路,机动车干道,单向道,4,56.99518027,,primary
107742794,1757107892,,专用非机动车/步行道,双向道,,97.0135296,,footway
107742927,9774996972,肇嘉浜路,机动车干道,单向道,4,16.8202114,,primary
107742927,12824882387,宛平路,机动车干道,单向道,,16.68938244,,secondary
107743115,603891420,肇嘉浜路,机动车干道,单向道,4,225.4010452,,primary
107743115,640448605,高安路,其他/社区道路,单向道,2,33.50578055,,residential
107743333,10222346919,肇嘉浜路,机动车干道,单向道,,37.89279819,,tertiary
107743333,107743115,肇嘉浜路,机动车干道,单向道,4,160.3518614,,primary
107743908,601675077,襄阳南路,机动车干道,单向道,,299.8581114,,tertiary
107743908,601675378,肇嘉浜路,机动车干道,单向道,4,238.3602883,,primary
107744185,601675053,大木桥路,机动车干道,单向道,,35.93774836,,tertiary
107744185,12557892090,肇嘉浜路,机动车干道,单向道,4,56.43528357,,primary
107758681,107743115,高安路,其他/社区道路,单向道,2,38.37439511,,residential
107758681,603891422,肇嘉浜路,机动车干道,单向道,,174.0393702,,tertiary
107758818,10222346916,肇嘉浜路,机动车干道,单向道,4,91.51257053,,primary
107758818,601712422,东安路,机动车干道,双向道,4,32.68026464,,tertiary
111148069,994910744,乐山路,其他/社区道路,双向道,,107.0819357,30,residential
111148069,2375929881,广元西路,其他/社区道路,双向道,,14.24076884,,residential
111148069,5536174475,广元西路,其他/社区道路,双向道,,77.46236361,,residential
131166911,13176717767,襄阳南路,机动车干道,单向道,,22.16358437,,tertiary
131166911,12339517491,复兴中路,机动车干道,单向道,2,49.95289443,,secondary
131167245,7074304290,襄阳北路,机动车干道,单向道,,215.5849903,,tertiary
131167245,152846422,淮海中路,机动车干道,双向道,2,81.95500651,,secondary
131167245,7079045124,淮海中路,机动车干道,双向道,2,57.05387827,,secondary
131167245,7079045127,,专用非机动车/步行道,双向道,,47.66147597,,footway
131184023,94589934,乌鲁木齐南路,机动车干道,双向道,1,99.4407816,,tertiary
131184023,154072852,乌鲁木齐中路,机动车干道,双向道,1,84.84381589,,tertiary
131184023,4812447329,淮海中路,机动车干道,双向道,4,82.38744162,,secondary
131184023,9269522770,淮海中路,机动车干道,双向道,4,117.0317543,,secondary
152846089,7118978338,长乐路,机动车干道,双向道,1,82.78357351,,tertiary
152846089,152887810,长乐路,机动车干道,双向道,1,54.91724582,,tertiary
152846113,152846089,富民路,其他/社区道路,单向道,1,65.81830481,,residential
152846113,152888329,东湖路,其他/社区道路,双向道,1,38.68701625,,residential
152846422,131167245,淮海中路,机动车干道,双向道,2,81.95500651,,secondary
152846422,5176444833,汾阳路,其他/社区道路,双向道,1,205.4729456,,residential
152846422,4393447774,东湖路,其他/社区道路,双向道,1,228.2278915,,residential
152846422,4339973921,淮海中路,机动车干道,双向道,2,266.5072239,,secondary
152887810,152846113,东湖路,其他/社区道路,单向道,1,81.88149113,,residential
152887810,152846089,长乐路,机动车干道,双向道,1,54.91724582,,tertiary
152887810,4812753089,长乐路,机动车干道,双向道,1,73.83182963,,tertiary
152888329,4393447774,东湖路,其他/社区道路,双向道,1,111.3524266,,residential
152888329,858404191,新乐路,其他/社区道路,单向道,,300.8590183,,residential
152888329,152846113,东湖路,其他/社区道路,双向道,1,38.68701625,,residential
154072852,9269522770,复兴西路,机动车干道,双向道,2,115.9093925,,tertiary
154072852,131184023,乌鲁木齐中路,机动车干道,双向道,1,84.84381589,,tertiary
154072852,4154680717,复兴西路,机动车干道,双向道,2,136.463317,,tertiary
154072852,2822040783,乌鲁木齐中路,机动车干道,双向道,1,167.7571189,,tertiary
154072919,6369165292,乌鲁木齐中路,机动车干道,双向道,1,138.2042317,,tertiary
154072919,2822040783,乌鲁木齐中路,机动车干道,双向道,1,72.90745297,,tertiary
154072919,2822042433,五原路,其他/社区道路,单向道,1,176.9009431,,residential
154072987,6369165292,乌鲁木齐中路,机动车干道,双向道,1,65.51064974,,tertiary
154072987,2822042468,乌鲁木齐中路,机动车干道,双向道,1,70.77816737,,tertiary
154072987,6290544720,安福路,其他/社区道路,单向道,1,88.44702534,,residential
154073129,6074944544,乌鲁木齐中路,机动车干道,双向道,1,26.53356044,,tertiary
154073129,2822040271,长乐路,其他/社区道路,双向道,1,73.71353817,,residential
154073243,154072919,五原路,其他/社区道路,单向道,1,46.12150965,,residential
154073243,5226901252,,其他/社区道路,双向道,,75.13694273,,residential
154073348,5176444833,汾阳路,其他/社区道路,双向道,1,227.8454514,,residential
154073348,267671967,汾阳路,其他/社区道路,双向道,1,171.6881766,,residential
154073348,4459852493,复兴中路,机动车干道,单向道,2,123.2691877,,secondary
243843422,3021412351,,弄堂/生活性支路,双向道,,43.31861454,,service
243843422,622621866,南丹东路,机动车干道,双向道,,118.6858669,,secondary
243843422,622624184,南丹东路,机动车干道,双向道,,268.8730349,,secondary
243843425,3021412374,宛平南路,机动车干道,单向道,,170.3076959,,secondary
243843425,622621866,斜土路,机动车干道,双向道,4,136.3948166,,secondary
243843425,11370367302,斜土路,机动车干道,双向道,4,369.4569593,,secondary
243843481,601712348,宛平路,机动车干道,双向道,,9.740652257,,secondary
243843481,2412392614,衡山路,机动车干道,单向道,2,9.860297703,,secondary
243843483,601712348,宛平路,其他/社区道路,双向道,2,19.99048401,,residential
243843483,8902742825,,专用非机动车/步行道,双向道,,29.54405245,,footway
243843483,243843485,宛平路,其他/社区道路,双向道,2,179.409363,,residential
243843483,8902742830,,专用非机动车/步行道,双向道,,24.36826319,,footway
243843485,1414884245,宛平路,其他/社区道路,双向道,2,118.1255644,,residential
243843485,243843483,宛平路,其他/社区道路,双向道,2,179.409363,,residential
243843485,5272031430,德昌路,弄堂/生活性支路,双向道,,122.3309685,,living_street
243843501,622621883,斜土路,机动车干道,双向道,4,357.5434885,,secondary
243843501,11370367302,斜土路,机动车干道,双向道,4,222.319734,,secondary
243843501,5493199520,东安路,机动车干道,双向道,4,209.3946653,,tertiary
243843501,622623764,东安路,机动车干道,双向道,4,469.601328,,tertiary
267671967,601681523,太原路,其他/社区道路,单向道,,94.02766818,,residential
267671967,154073348,汾阳路,其他/社区道路,双向道,1,171.6881766,,residential
267698313,599703117,田东路,机动车干道,双向道,,22.75483606,,tertiary
267698313,267698353,田林东路,机动车干道,双向道,,395.0191669,,tertiary
267698313,8835962416,沪闵路,机动车干道,单向道,,658.8421481,,primary
267698353,267698362,田川路,其他/社区道路,双向道,,347.4346485,,residential
267698353,461704403,田林东路,机动车干道,双向道,,145.5632298,,tertiary
267698353,267698313,田林东路,机动车干道,双向道,,395.0191669,,tertiary
267698362,9827312496,田川路,其他/社区道路,双向道,,312.3482844,,residential
267698362,267698353,田川路,其他/社区道路,双向道,,347.4346485,,residential
267698362,2387615862,华石路,其他/社区道路,双向道,,262.0940965,,residential
267698362,461773285,华石路,其他/社区道路,双向道,,132.1555859,,residential
267698642,1754769724,田东路,机动车干道,双向道,,263.7032076,,tertiary
267698642,2387667446,田东路,机动车干道,双向道,,51.72997644,,tertiary
267698642,1754769733,漕东路,其他/社区道路,双向道,,234.2991808,,residential
267698651,599806985,田东路,机动车干道,双向道,,192.8642562,,tertiary
267698651,1754769671,漕东三路,其他/社区道路,双向道,,260.5621392,,residential
267698651,2387667446,田东路,机动车干道,双向道,,185.5575102,,tertiary
267698681,12878548221,龙漕路,机动车干道,单向道,,87.70647565,,primary
267698681,12878548221,龙漕路200弄,弄堂/生活性支路,单向道,,879.4115754,,residential
267698681,599806985,田东路,机动车干道,双向道,,9.676121403,,tertiary
267698714,2625461158,天钥桥南路,其他/社区道路,双向道,,207.0456085,20,residential
267698714,599769961,龙华路,机动车干道,单向道,,186.0874561,,secondary
267698726,599772950,龙华路,机动车干道,单向道,,11.36669977,,secondary
267698726,11224466513,宛平南路,机动车干道,单向道,,499.4605698,,secondary
267698749,856908687,宛平南路,机动车干道,单向道,,30.39380945,,secondary
267698749,603837124,中山南二路,机动车干道,单向道,,151.7379072,,primary
267698751,712751424,中山南二路,机动车干道,单向道,,11.42974396,,primary
267698751,712751629,东安路,机动车干道,单向道,,80.8748045,,tertiary
267698847,3349528568,医学院路,其他/社区道路,双向道,,107.516893,,residential
267698847,856908984,枫林路,其他/社区道路,单向道,,86.57395367,,residential
287798152,376538089,宜山路,机动车干道,双向道,2,73.93201852,,secondary
287798152,5536174448,宜山路,机动车干道,双向道,2,70.54975012,,secondary
287798152,376568694,蒲汇塘路,机动车干道,双向道,,258.5997609,30,tertiary
287798155,856926516,南丹路,机动车干道,双向道,,95.27556766,,secondary
287798155,376579785,宜山路,机动车干道,双向道,2,64.03546447,,secondary
287798155,376590674,南丹路,其他/社区道路,双向道,2,72.41615278,,residential
287798155,5856836058,宜山路,机动车干道,双向道,2,96.29698884,,secondary
287798244,5536188216,徐虹北路,其他/社区道路,双向道,2,88.83638229,,residential
287798244,5536174457,虹桥路,机动车干道,单向道,4,130.7659264,,primary
321982054,601716825,,弄堂/生活性支路,单向道,,120.734221,,service
321982054,856908349,三角东街,其他/社区道路,双向道,,274.5921683,20,residential
321982054,601716812,零陵路,机动车干道,双向道,,101.8268852,,tertiary
321982054,107674834,零陵路,机动车干道,双向道,,255.9893617,,tertiary
324830797,10182396839,古美路,机动车干道,双向道,,194.5283572,,tertiary
376509782,640589428,徐虹北路,其他/社区道路,双向道,2,11.60101528,,residential
376509782,5536172151,徐虹北路,其他/社区道路,双向道,2,122.6688777,,residential
376509782,376530888,凯旋路,机动车干道,单向道,,354.2419482,,tertiary
376509792,5536190229,南丹路,其他/社区道路,双向道,2,80.9999951,,residential
376509792,376590686,南丹路,其他/社区道路,双向道,2,57.45763137,,residential
376509792,5536174088,徐虹北路,其他/社区道路,双向道,2,70.35372059,,residential
376509792,5536188216,徐虹北路,其他/社区道路,双向道,2,190.0435601,,residential
376530888,640589377,宜山路,机动车干道,单向道,2,28.51134729,,secondary
376530888,10569486880,凯旋路,机动车干道,单向道,,15.53400446,,tertiary
376538089,287798152,宜山路,机动车干道,双向道,2,73.93201852,,secondary
376538089,5536174116,柿子湾路,弄堂/生活性支路,双向道,,134.7230663,20,living_street
376538089,5536174108,宜山路,机动车干道,双向道,2,102.8536889,,secondary
376568683,376612861,文定路,其他/社区道路,单向道,,137.5165584,30,residential
376568683,376568694,蒲汇塘路,机动车干道,双向道,,93.19421921,30,tertiary
376568683,2376265927,蒲汇塘路,机动车干道,双向道,,311.1683809,,tertiary
376568694,376568683,蒲汇塘路,机动车干道,双向道,,93.19421921,30,tertiary
376568694,376578534,汇站街,弄堂/生活性支路,双向道,,233.9687213,20,living_street
376568694,287798152,蒲汇塘路,机动车干道,双向道,,258.5997609,30,tertiary
376578534,12666645584,南丹路,机动车干道,双向道,,6.596104862,,secondary
376578534,4409299234,南丹路,机动车干道,双向道,,23.21313611,,secondary
376578534,376568694,汇站街,弄堂/生活性支路,双向道,,233.9687213,20,living_street
376578542,4409299234,南丹路,机动车干道,双向道,,108.933221,,secondary
376578542,376568683,文定路,其他/社区道路,单向道,,222.65025,30,residential
376578542,4881009496,南丹路,机动车干道,双向道,,100.2145461,,secondary
376579785,287798155,宜山路,机动车干道,双向道,2,64.03546447,,secondary
376579785,856926516,徐虹路,其他/社区道路,双向道,,143.8682677,20,residential
376579785,5536174448,宜山路,机动车干道,双向道,2,57.77276642,,secondary
376590674,376590686,南丹路,其他/社区道路,双向道,2,78.16667355,,residential
376590674,287798155,南丹路,其他/社区道路,双向道,2,72.41615278,,residential
376590674,5536174463,,弄堂/生活性支路,双向道,,34.93605493,,service
376590686,376509792,南丹路,其他/社区道路,双向道,2,57.45763137,,residential
376590686,376590674,南丹路,其他/社区道路,双向道,2,78.16667355,,residential
376590686,5536174441,,弄堂/生活性支路,双向道,,22.99343294,,service
376594431,107674056,南丹东路,机动车干道,双向道,,25.44908457,,secondary
376594431,12461195628,南丹东路,机动车干道,双向道,,83.38476243,,secondary
376594431,640464962,漕溪北路,机动车干道,单向道,5,252.0552996,60,primary
376606507,640593631,蒲汇塘路,机动车干道,双向道,,29.23175002,,tertiary
376606507,2697802731,沪闵高架路,机动车干道,单向道,2,481.3515125,"['60', '80']","['trunk_link', 'trunk']"
376606507,2376265927,蒲汇塘路,机动车干道,双向道,,66.5421199,,tertiary
376606507,856908410,漕溪北路,机动车干道,单向道,5,145.6794432,60,primary
376612853,2129433529,,其他/社区道路,双向道,,141.6054321,,residential
376612853,640593729,文定路,其他/社区道路,单向道,,245.3619077,30,residential
376612861,640593618,裕德路,其他/社区道路,双向道,,190.1369558,,residential
376612861,376612853,文定路,其他/社区道路,单向道,,66.17656,30,residential
400709710,10569486853,桂果路,机动车干道,单向道,,11.38705713,,tertiary
400709710,836091954,宜山路,机动车干道,单向道,,201.217833,,secondary
400709716,5240900706,宜山路,机动车干道,单向道,2,109.0660036,,secondary
400709716,10569486860,桂林路,机动车干道,双向道,,11.37526098,,secondary
400709716,822481042,桂林路,机动车干道,双向道,,351.4299288,,secondary
400878070,7246618932,龙华西路,机动车干道,双向道,,93.2511325,,tertiary
400878070,7151435657,龙水北路,其他/社区道路,单向道,,15.32065945,,residential
400878070,9875825628,龙华西路,机动车干道,双向道,,48.17374572,,tertiary
400878070,7149075938,天钥桥路,机动车干道,双向道,,191.5328019,,tertiary
461453246,461453248,桂江路,其他/社区道路,单向道,,406.8227005,,residential
461453246,836093210,江安路,机动车干道,双向道,,137.4559181,,secondary
461453246,10223449212,江安路,机动车干道,双向道,,187.936216,,secondary
461453248,2389906308,桂江路,其他/社区道路,单向道,,237.3315979,,residential
461453248,461453688,浦北路,其他/社区道路,双向道,,200.2183131,,residential
461453250,461453253,桂江路,其他/社区道路,单向道,,14.25380058,,residential
461453250,461453273,钦州南路,机动车干道,单向道,,200.9011796,,tertiary
461453253,836093212,钦州南路,机动车干道,单向道,,119.5750845,,tertiary
461453253,13202127535,,其他/社区道路,双向道,,387.9341466,,residential
461453273,461453284,桂平路,机动车干道,双向道,,12.17892632,,tertiary
461453273,2389906319,桂平路,机动车干道,双向道,,76.84596879,,tertiary
461453273,479978543,钦州南路,机动车干道,单向道,,451.7443477,,tertiary
461453284,461453273,桂平路,机动车干道,双向道,,12.17892632,,tertiary
461453284,461453253,钦州南路,机动车干道,单向道,,200.3138993,,tertiary
461453284,2389906338,桂平路,机动车干道,双向道,,400.4110554,,tertiary
461453307,461453310,,弄堂/生活性支路,双向道,,65.65681347,,service
461453307,461453315,,弄堂/生活性支路,双向道,,55.14742201,,service
461453307,461453456,,弄堂/生活性支路,双向道,,37.18864919,,service
461453310,461453307,,弄堂/生活性支路,双向道,,65.65681347,,service
461453310,461453401,,弄堂/生活性支路,双向道,,107.5101376,,service
461453310,461453324,,弄堂/生活性支路,双向道,,29.6270295,,service
461453310,461453385,,弄堂/生活性支路,双向道,,52.39045741,,service
461453315,461453457,,弄堂/生活性支路,双向道,,59.31727865,,service
461453315,461453307,,弄堂/生活性支路,双向道,,55.14742201,,service
461453315,461453324,,弄堂/生活性支路,双向道,,70.28856157,,service
461453324,461453315,,弄堂/生活性支路,双向道,,70.28856157,,service
461453324,461453463,,弄堂/生活性支路,双向道,,273.0529653,,service
461453324,461453479,,弄堂/生活性支路,双向道,,77.69371968,,service
461453324,461453310,,弄堂/生活性支路,双向道,,29.6270295,,service
461453329,461453333,,弄堂/生活性支路,双向道,,98.11239848,,service
461453329,461453340,,弄堂/生活性支路,双向道,,42.67837532,,service
461453329,461453499,,弄堂/生活性支路,双向道,,81.91649688,,service
461453333,461453340,,弄堂/生活性支路,双向道,,43.11809536,,service
461453333,461453337,,弄堂/生活性支路,双向道,,90.37033866,,service
461453333,461453329,,弄堂/生活性支路,双向道,,98.11239848,,service
461453337,461453340,,弄堂/生活性支路,双向道,,45.64796516,,service
461453337,461453333,,弄堂/生活性支路,双向道,,90.37033866,,service
461453337,461453516,,弄堂/生活性支路,双向道,,50.24285714,,service
461453340,461453333,,弄堂/生活性支路,双向道,,43.11809536,,service
461453340,461453337,,弄堂/生活性支路,双向道,,45.64796516,,service
461453340,461453329,,弄堂/生活性支路,双向道,,42.67837532,,service
461453363,461453535,,弄堂/生活性支路,双向道,,28.69347515,,service
461453363,461453379,,弄堂/生活性支路,双向道,,102.4407653,,service
461453363,2389906319,,弄堂/生活性支路,双向道,,180.6056507,,service
461453375,461453379,,弄堂/生活性支路,双向道,,51.36439034,,service
461453375,461453577,,弄堂/生活性支路,双向道,,24.01847225,,service
461453375,461453516,,弄堂/生活性支路,双向道,,101.8846408,,service
461453379,461453375,,弄堂/生活性支路,双向道,,51.36439034,,service
461453379,461453533,,弄堂/生活性支路,双向道,,63.61200988,,service
461453379,461453363,,弄堂/生活性支路,双向道,,102.4407653,,service
461453385,461453394,,弄堂/生活性支路,双向道,,40.585679,,service
461453385,461453310,,弄堂/生活性支路,双向道,,52.39045741,,service
461453385,461453456,,弄堂/生活性支路,双向道,,43.96832352,,service
461453394,461453401,,弄堂/生活性支路,双向道,,96.001578,,service
461453394,461453401,,弄堂/生活性支路,双向道,,65.36684243,,service
461453394,461453385,,弄堂/生活性支路,双向道,,40.585679,,service
461453394,461453456,,弄堂/生活性支路,双向道,,123.3518216,,service
461453401,461453310,,弄堂/生活性支路,双向道,,107.5101376,,service
461453401,461453394,,弄堂/生活性支路,双向道,,96.001578,,service
461453401,461453394,,弄堂/生活性支路,双向道,,65.36684243,,service
461453450,832425865,桂平路,机动车干道,双向道,,7.971876281,,tertiary
461453450,2388626095,漕宝路,机动车干道,单向道,,130.3320461,,primary
461453456,461453307,,弄堂/生活性支路,双向道,,37.18864919,,service
461453456,461453394,,弄堂/生活性支路,双向道,,123.3518216,,service
461453456,461453385,,弄堂/生活性支路,双向道,,43.96832352,,service
461453457,461453315,,弄堂/生活性支路,双向道,,59.31727865,,service
461453457,461453463,,弄堂/生活性支路,双向道,,104.5903855,,service
461453457,2389906319,,弄堂/生活性支路,双向道,,30.00973137,,service
461453457,461453479,,弄堂/生活性支路,双向道,,47.3032593,,service
461453463,461453457,,弄堂/生活性支路,双向道,,104.5903855,,service
461453463,461453324,,弄堂/生活性支路,双向道,,273.0529653,,service
461453463,461453479,,弄堂/生活性支路,双向道,,47.85360919,,service
461453479,461453463,,弄堂/生活性支路,双向道,,47.85360919,,service
461453479,461453457,,弄堂/生活性支路,双向道,,47.3032593,,service
461453479,461453324,,弄堂/生活性支路,双向道,,77.69371968,,service
461453499,461453688,桂平路,机动车干道,双向道,,95.91335948,,tertiary
461453499,461453329,,弄堂/生活性支路,双向道,,81.91649688,,service
461453499,2389906319,桂平路,机动车干道,双向道,,352.9417194,,tertiary
461453516,461453525,,弄堂/生活性支路,双向道,,14.79592681,,service
461453516,461453337,,弄堂/生活性支路,双向道,,50.24285714,,service
461453516,461453375,,弄堂/生活性支路,双向道,,101.8846408,,service
461453525,461453516,,弄堂/生活性支路,双向道,,14.79592681,,service
461453525,461453530,,弄堂/生活性支路,双向道,,48.846878,,service
461453525,461453549,,弄堂/生活性支路,双向道,,73.66663779,,service
461453530,461453533,,弄堂/生活性支路,双向道,,12.43003051,,service
461453530,461453525,,弄堂/生活性支路,双向道,,48.846878,,service
461453530,461453549,,弄堂/生活性支路,双向道,,68.78207065,,service
461453533,461453535,,弄堂/生活性支路,双向道,,23.90968423,,service
461453533,461453530,,弄堂/生活性支路,双向道,,12.43003051,,service
461453533,461453379,,弄堂/生活性支路,双向道,,63.61200988,,service
461453535,461453533,,弄堂/生活性支路,双向道,,23.90968423,,service
